MonthlyCharges,tenure,TotalCharges,Contract,PaymentMethod,OnlineSecurity,TechSupport,InternetService,Churn
69.65,2,834,0,2,0,0,1,1
30.2,49,839,0,0,0,0,0,0
45.65,4,1508,0,3,0,0,0,1
57.8,70,3452,2,0,0,2,0,0
19.85,53,78,1,0,1,1,2,0
25.55,53,606,2,1,1,1,2,0
75.05,1,5767,0,3,0,0,1,1
24.85,22,4180,0,1,1,1,2,0
49.15,52,2208,0,2,0,0,0,1
110.35,65,5642,2,2,2,2,1,0
24.55,48,374,1,0,1,1,2,0
34.7,2,5041,0,2,0,0,0,1
107.95,3,2722,0,3,0,0,1,0
81.4,45,3240,0,0,0,0,1,0
80.0,1,6013,0,2,0,0,1,1
73.8,61,3919,2,0,0,2,0,0
64.4,3,1553,0,1,2,2,0,0
103.75,40,3578,1,1,0,2,1,0
71.1,1,5565,0,3,0,0,1,0
49.9,1,4147,0,2,0,2,0,0
24.6,51,487,1,0,1,1,2,0
49.25,2,6343,0,2,2,0,0,1
30.1,52,1095,1,3,0,0,0,0
83.4,51,3543,0,0,0,0,1,0
20.45,1,1615,0,3,1,1,2,0
75.25,31,1979,1,0,2,2,0,0
20.55,47,29,1,1,1,1,2,0
75.1,3,2350,0,1,0,0,1,1
20.05,22,3562,1,3,1,1,2,0
20.65,1,1619,0,3,1,1,2,0
85.15,72,5107,2,0,0,2,0,0
50.15,3,1168,0,2,0,0,0,1
84.95,47,3436,1,0,0,0,1,0
66.5,72,4066,2,1,2,2,0,0
63.3,66,3579,2,0,0,0,0,0
83.15,35,2462,0,2,0,0,1,0
84.9,29,2177,0,2,0,0,1,0
20.55,2,2862,0,3,1,1,2,0
49.25,4,1707,0,3,0,0,0,0
79.85,25,1643,0,0,2,0,1,1
59.6,65,3216,2,3,2,2,0,0
104.65,27,2559,1,0,0,2,1,0
75.3,29,1899,0,1,0,0,1,0
80.1,29,1847,0,1,0,0,0,0
19.55,1,1485,0,3,1,1,2,1
81.0,20,1179,0,3,0,2,1,0
24.7,58,936,2,1,1,1,2,0
86.0,14,306,0,3,2,2,1,0
25.4,72,1212,2,3,1,1,2,0
89.15,46,3621,0,1,2,0,1,0
58.25,71,3541,2,0,0,2,0,0
85.65,32,2318,0,0,0,0,1,0
50.35,26,509,0,1,0,0,0,0
80.35,68,4626,0,1,0,0,1,0
20.2,2,2943,1,3,1,1,2,0
20.55,61,561,2,1,1,1,2,0
85.95,4,3267,0,2,0,0,1,1
45.35,3,747,0,2,0,0,0,1
94.5,33,2702,0,2,0,0,1,1
21.25,9,1672,0,3,1,1,2,0
26.25,22,4948,2,3,1,1,2,0
80.85,5,3081,0,2,0,0,1,0
91.7,30,2397,0,1,2,0,1,1
74.2,65,4061,2,1,0,2,0,0
87.25,45,3368,0,2,0,2,1,1
20.35,5,6371,0,3,1,1,2,0
75.5,25,1500,0,2,0,0,1,0
79.05,72,4733,2,0,2,0,1,0
90.15,27,2070,0,0,0,0,1,0
50.6,32,1135,0,1,0,0,0,0
110.45,30,2888,1,1,0,2,1,0
101.0,70,5561,2,1,2,2,1,0
79.35,42,2902,0,0,0,0,1,0
89.85,72,5315,2,0,2,2,0,0
65.0,47,2487,2,3,2,2,0,0
80.45,2,664,0,2,2,0,1,0
98.55,10,17,0,2,2,0,1,1
24.1,61,990,2,3,1,1,2,0
44.05,5,1650,0,1,0,0,0,0
110.8,72,5954,2,1,0,2,1,0
114.95,72,6098,2,0,2,2,1,0
75.05,3,1653,0,3,0,0,1,0
19.25,48,6227,2,3,1,1,2,0
90.05,63,4795,1,1,0,2,1,0
56.7,27,1134,0,3,2,0,0,0
80.15,70,4639,2,1,2,0,0,0
71.35,7,4329,0,1,2,2,0,0
20.25,0,0,2,3,1,1,2,0
90.35,2,1497,0,2,2,0,1,0
98.55,20,1404,0,2,0,0,1,1
19.7,66,464,2,0,1,1,2,0
19.85,3,4702,0,3,1,1,2,0
85.9,15,494,0,0,0,0,1,1
90.35,72,5243,2,0,2,2,1,0
20.8,1,1622,0,3,1,1,2,0
89.25,22,1506,0,2,0,0,1,1
70.3,3,1709,0,2,0,0,1,1
66.85,72,4028,2,0,2,2,0,0
19.9,65,534,2,3,1,1,2,0
35.8,11,3138,0,3,0,0,0,0
78.85,22,1059,0,3,0,0,1,0
20.4,14,2389,1,0,1,1,2,0
74.25,41,2680,0,2,0,2,1,0
64.8,17,327,1,3,2,0,0,0
20.45,11,2008,0,1,1,1,2,0
93.35,15,825,0,2,0,0,1,1
19.9,1,1492,0,3,1,1,2,1
88.9,5,3868,0,3,2,0,1,1
95.8,33,2639,1,2,0,0,1,1
110.65,72,6046,2,1,2,0,1,0
40.3,3,6369,0,3,0,0,0,0
82.0,2,1398,0,2,0,0,1,1
107.0,59,5020,1,1,2,2,1,0
45.35,2,6301,0,2,0,0,0,1
73.35,71,4332,2,1,0,2,0,0
44.8,5,1825,0,3,0,0,0,0
54.75,27,928,0,1,2,0,0,0
52.2,1,4355,0,2,0,2,0,1
40.6,63,2239,1,0,2,2,0,0
110.0,46,4121,1,2,2,0,1,1
55.3,72,3402,2,0,2,0,0,0
60.85,34,1630,0,0,2,2,0,0
78.4,24,1385,1,2,2,0,0,0
69.65,72,4159,2,0,2,2,0,0
59.85,60,3109,2,1,2,2,0,0
76.9,68,4253,1,1,2,0,0,0
19.85,8,848,2,3,1,1,2,0
67.65,34,1973,2,1,2,2,0,0
45.0,6,2578,0,1,0,0,0,0
64.2,2,795,0,3,0,2,0,0
81.7,31,2201,1,1,0,2,1,0
25.55,20,4288,0,0,1,1,2,0
20.0,1,1606,0,2,1,1,2,0
96.75,62,4997,1,2,0,0,1,1
75.65,70,4501,2,1,0,0,1,0
98.5,10,112,0,2,0,2,1,1
23.8,39,6335,2,3,1,1,2,0
64.2,46,2606,2,1,0,2,0,0
85.35,6,4131,0,2,0,0,1,1
76.8,72,4540,2,0,0,0,0,0
55.2,18,111,0,1,0,2,0,0
108.55,71,5834,2,1,2,2,1,0
101.3,40,3505,0,2,0,0,1,1
69.55,1,5447,0,2,0,0,1,1
103.25,58,4925,1,0,0,0,1,1
104.0,70,5643,2,1,2,2,1,1
25.25,42,206,2,2,1,1,2,0
30.4,34,6414,1,0,2,0,0,0
20.05,5,6419,0,0,1,1,2,0
84.6,25,1714,0,3,0,0,1,0
86.2,2,1309,0,3,0,0,1,1
103.7,55,4679,1,0,0,2,1,0
111.2,21,1952,0,2,0,2,1,1
88.0,70,4903,2,1,2,2,1,0
106.35,61,5348,0,2,0,2,1,0
79.15,43,3088,2,1,2,2,0,0
103.1,47,4130,1,2,0,0,1,0
63.95,5,2760,0,1,0,2,0,0
25.8,62,1011,2,1,1,1,2,0
89.45,16,798,0,1,0,0,1,1
95.6,7,5178,0,0,0,0,1,1
25.55,14,3204,0,3,1,1,2,0
90.95,60,4531,1,2,0,0,1,1
44.85,34,821,0,2,0,2,0,0
108.55,50,4647,1,2,2,2,1,1
25.05,38,6473,2,1,1,1,2,0
74.1,70,4374,1,1,2,2,0,0
88.8,37,2898,0,2,0,0,1,0
78.85,4,2524,0,2,0,0,1,1
93.25,60,4765,0,2,2,0,1,0
71.4,62,3804,1,1,2,2,0,0
44.4,1,3741,0,3,0,0,0,1
79.2,36,2466,0,1,2,2,0,0
20.4,44,6336,2,1,1,1,2,0
100.0,55,4574,1,2,0,0,1,1
105.0,72,5817,2,1,2,0,1,0
19.8,12,1932,1,0,1,1,2,1
30.85,13,3366,0,0,2,0,0,0
89.9,1,6304,0,2,0,0,1,1
20.55,15,2549,1,3,1,1,2,0
84.85,65,4533,2,0,2,2,0,0
33.15,12,3768,1,1,2,2,0,0
92.0,72,5366,2,1,2,2,0,0
89.8,72,5214,2,1,2,2,0,0
115.8,72,6200,2,0,2,2,1,0
85.15,52,3790,2,3,2,2,0,0
24.85,2,5039,0,3,1,1,2,0
64.35,5,3051,0,2,2,2,0,0
20.5,68,786,2,1,1,1,2,0
100.15,62,5167,1,2,0,0,1,1
86.05,72,5100,2,1,2,2,0,0
50.8,1,4235,0,2,0,0,0,1
89.0,66,4839,1,2,2,2,1,0
64.8,72,3993,2,1,2,2,0,0
19.8,26,3890,1,1,1,1,2,0
93.4,64,4799,2,0,2,0,1,0
73.65,20,858,0,2,0,0,1,1
95.1,3,2667,0,2,0,0,1,1
94.65,22,1734,0,1,0,0,1,1
80.6,4,2772,0,3,0,2,1,1
39.0,62,1971,2,0,0,2,0,0
20.5,5,80,0,3,1,1,2,0
85.55,59,4296,1,2,0,0,1,1
26.4,3,383,2,3,1,1,2,0
98.2,72,5528,2,0,2,2,1,0
97.55,57,4632,1,1,0,0,1,0
19.95,66,493,2,1,1,1,2,0
50.8,60,2631,0,2,0,0,0,1
99.7,45,3931,2,0,0,0,1,0
34.8,3,253,0,1,0,0,0,0
105.1,15,1035,0,2,2,2,1,1
60.15,51,2669,1,0,2,2,0,0
64.75,60,3453,1,2,2,2,0,0
54.65,33,1150,0,0,0,0,0,0
110.1,10,83,0,2,2,2,1,1
19.3,26,4271,1,1,1,1,2,0
83.9,6,4205,0,2,0,0,1,1
111.25,67,5783,1,2,2,2,1,0
35.8,49,1313,1,1,2,2,0,0
20.05,1,1607,0,3,1,1,2,0
84.35,7,4975,0,2,0,0,1,0
110.5,27,2467,1,0,2,0,1,0
91.2,37,2826,1,1,0,0,1,0
100.55,63,5049,0,2,2,0,1,1
89.3,31,2443,0,2,2,2,1,0
103.85,50,4250,0,0,0,0,1,1
81.1,32,2266,0,1,0,0,1,0
24.6,1,2041,0,2,0,0,0,1
81.2,63,4202,1,1,0,2,1,0
94.3,30,2328,0,1,2,0,1,0
116.1,71,6142,2,0,2,2,1,0
105.55,53,4694,2,2,0,0,1,0
98.9,12,232,0,0,2,2,1,1
94.4,50,4164,0,1,2,0,1,0
19.5,2,2346,0,3,1,1,2,0
98.3,9,6377,0,1,0,0,1,1
93.85,17,1097,0,2,2,0,1,1
105.6,56,4959,1,1,2,0,1,0
81.35,67,4485,2,1,2,0,0,0
100.5,9,6362,0,2,0,0,1,1
56.4,4,1974,0,2,0,0,0,0
65.35,19,423,1,0,0,2,0,0
19.95,8,1199,0,3,1,1,2,0
111.25,71,6005,2,2,0,2,1,0
72.85,10,5428,0,2,0,0,1,1
89.0,15,524,0,1,0,0,1,0
106.1,72,5933,1,0,2,0,1,0
20.05,12,2322,1,1,1,1,2,0
25.2,72,1340,2,0,1,1,2,0
73.55,1,5667,0,2,0,0,1,1
75.4,23,1121,0,0,2,0,1,0
65.55,72,4063,2,0,2,2,0,0
80.7,26,1813,0,2,0,0,1,0
104.55,21,1873,1,3,0,2,1,0
24.15,60,919,1,0,1,1,2,0
20.45,12,2204,0,3,1,1,2,0
75.4,16,350,0,2,0,0,1,0
79.7,63,4046,1,1,2,0,0,0
81.7,22,1375,0,2,2,0,1,0
76.3,32,2049,0,0,2,2,0,0
79.4,3,1681,0,2,0,0,1,1
81.15,13,6451,0,2,0,0,1,1
103.75,68,5539,2,1,0,2,1,0
86.45,30,2191,1,2,0,0,1,0
75.1,16,389,0,0,0,0,1,0
80.6,33,2299,2,0,0,2,1,0
19.3,72,559,2,1,1,1,2,0
84.6,4,3116,0,2,0,0,1,1
33.6,12,3699,1,3,2,2,0,0
83.25,4,2671,0,2,0,0,1,0
80.85,0,0,2,3,2,0,0,0
79.05,6,3690,0,2,2,0,1,1
108.05,65,5585,1,1,0,2,1,0
19.9,15,2782,0,3,1,1,2,0
21.05,24,4442,1,0,1,1,2,0
30.15,13,3271,0,2,0,0,0,0
79.85,24,1628,0,1,0,0,1,0
65.5,72,4170,2,0,2,2,0,0
104.1,54,4673,0,0,2,0,1,0
74.4,3,1768,0,0,0,0,1,1
20.5,4,5867,0,3,1,1,2,0
91.35,32,2499,0,3,0,0,1,0
99.05,35,2939,0,2,0,0,1,1
20.5,35,5818,2,0,1,1,2,0
44.95,2,6209,0,3,0,0,0,1
75.6,8,4467,0,2,0,0,1,0
55.1,22,461,0,3,2,2,0,0
58.95,15,6455,0,2,2,2,0,0
95.1,22,1778,0,2,0,0,1,0
44.7,1,3746,0,1,0,0,0,1
25.45,71,1366,2,0,1,1,2,0
56.75,4,2101,0,2,2,0,0,0
81.75,25,1660,0,0,2,2,0,0
86.1,32,2367,0,2,0,0,1,0
29.8,7,1825,0,0,2,0,0,0
20.5,17,3156,1,3,1,1,2,0
60.9,8,4577,0,0,2,0,0,0
73.25,56,3465,2,0,2,2,0,0
45.7,1,3822,0,3,0,0,0,1
100.3,8,6148,0,1,2,2,1,1
19.25,7,229,0,2,1,1,2,1
20.85,3,4913,0,3,1,1,2,0
77.35,71,4603,2,1,2,2,0,0
96.0,2,1255,0,2,0,0,1,1
90.55,1,6324,0,2,0,0,1,1
93.85,49,4003,0,0,2,0,1,0
70.1,58,3461,2,0,0,2,0,0
30.35,44,653,0,2,0,0,0,1
75.95,59,3872,2,1,0,2,0,0
108.05,71,5788,2,2,2,2,1,1
69.9,1,5454,0,2,0,0,1,1
75.25,11,6291,0,2,0,0,1,0
103.75,62,5147,1,2,0,0,1,1
54.95,35,1518,1,0,2,2,0,0
19.5,20,3521,0,0,1,1,2,0
19.6,40,6050,2,3,1,1,2,0
47.85,39,1461,1,2,2,0,0,0
86.6,1,6242,0,2,0,0,1,1
23.75,72,1165,2,0,1,1,2,0
80.6,33,2305,0,0,0,0,1,1
43.8,12,4494,0,0,0,0,0,0
19.75,1,1489,0,0,1,1,2,0
19.15,27,4474,0,3,1,1,2,0
19.6,34,5364,1,1,1,1,2,0
80.3,56,3840,2,0,2,0,1,0
24.35,58,781,2,1,1,1,2,0
25.25,22,4602,2,1,1,1,2,0
26.1,10,1884,2,1,1,1,2,0
20.0,13,2331,2,1,1,1,2,0
85.3,35,2520,0,1,0,2,1,1
70.0,34,2059,0,1,0,0,1,1
94.3,4,3617,0,2,0,0,1,1
20.7,72,886,2,0,1,1,2,0
70.3,2,585,0,2,0,2,0,0
95.35,7,5268,0,2,0,0,1,1
75.5,27,1472,0,2,0,0,1,1
69.55,4,2457,0,3,0,0,1,0
19.85,37,5927,2,3,1,1,2,0
20.0,21,3565,0,3,1,1,2,0
95.85,53,4247,1,1,0,0,1,0
90.1,18,1075,0,2,0,2,1,1
68.95,2,354,0,2,0,0,1,1
99.55,32,2785,0,1,2,0,1,1
20.75,23,4090,1,2,1,1,2,0
50.15,3,1058,0,3,2,0,0,0
58.65,71,3540,2,3,2,2,0,0
95.9,9,6120,0,0,0,2,1,0
49.5,1,4140,0,2,0,0,0,0
57.45,18,6515,0,2,0,0,0,1
53.65,12,5480,1,1,0,0,0,1
80.1,71,4623,2,3,2,2,0,0
24.4,64,1061,1,0,1,1,2,0
40.05,4,1086,0,2,0,2,0,0
19.5,23,3982,0,3,1,1,2,0
51.05,39,1690,0,1,2,0,0,0
54.35,28,790,1,3,2,2,0,0
84.7,5,3355,0,2,0,0,1,0
86.1,45,3303,0,2,0,0,1,0
70.35,37,2209,0,3,0,0,1,0
110.0,60,5296,2,0,2,2,1,0
100.6,8,6094,0,2,0,0,1,1
94.9,47,3917,1,1,2,0,1,0
83.75,26,1696,0,2,0,0,1,1
88.3,3,2377,0,3,2,2,1,1
69.75,50,3080,0,0,0,0,1,0
71.6,27,1559,0,0,0,2,0,0
92.1,8,5658,0,2,0,0,1,1
23.65,62,768,2,0,1,1,2,0
81.85,71,4859,2,0,2,2,0,0
25.1,66,1194,2,3,1,1,2,0
114.7,68,5934,2,0,2,2,1,0
49.15,13,5204,0,2,0,0,0,0
80.9,56,3884,1,2,0,0,1,0
79.45,38,2611,0,2,2,0,1,1
90.45,14,485,0,1,0,0,1,1
19.3,16,3117,1,0,1,1,2,0
70.2,14,90,0,2,0,0,1,0
69.75,32,1983,0,0,0,0,1,1
54.25,8,3793,1,0,2,2,0,0
99.3,43,3594,0,0,0,0,1,0
74.0,52,3317,1,1,2,2,0,0
50.25,3,937,0,3,0,2,0,0
19.8,29,4720,1,3,1,1,2,0
19.65,1,1487,0,3,1,1,2,1
43.65,12,4401,0,2,0,2,0,1
35.5,16,4585,0,1,0,0,0,0
80.75,40,2788,1,3,0,2,0,0
39.5,5,1733,0,2,0,0,0,1
97.1,40,3195,0,0,0,0,1,1
19.55,36,5046,1,3,1,1,2,0
80.0,5,3513,0,2,0,0,1,1
84.7,10,6146,0,3,2,0,1,1
89.55,2,1414,0,0,0,0,1,1
90.6,23,1547,0,2,0,2,1,1
20.05,26,4277,1,0,1,1,2,0
112.4,72,6039,2,2,2,0,1,0
50.2,34,1368,0,0,0,2,0,0
62.25,10,4996,0,0,2,2,0,0
55.7,14,5994,1,3,2,2,0,0
90.05,23,1784,0,0,2,0,1,1
19.65,47,6489,2,3,1,1,2,0
89.25,24,1846,0,2,2,2,1,0
99.05,49,4093,0,0,0,0,1,1
54.0,20,106,1,3,2,2,0,0
69.75,2,811,0,0,0,0,1,1
49.05,2,6343,0,1,0,0,0,1
56.75,22,560,2,0,0,2,0,0
98.05,7,5590,0,0,0,0,1,1
21.1,1,1730,0,3,1,1,2,0
96.65,59,4621,0,0,0,2,1,0
24.5,58,896,1,1,1,1,2,0
114.5,41,3854,0,0,2,2,1,1
79.2,59,3900,2,1,0,0,1,0
69.55,3,1626,0,2,0,0,1,0
20.05,32,5010,2,0,1,1,2,0
98.85,46,3887,0,2,0,0,1,0
25.75,0,0,2,3,1,1,2,0
80.95,2,1208,0,2,0,0,1,1
19.6,52,28,1,1,1,1,2,0
74.3,13,6425,0,2,0,0,1,1
89.7,11,91,0,0,0,0,1,1
87.65,32,2402,0,0,2,2,1,0
100.45,17,1093,0,1,0,0,1,1
74.75,16,246,0,1,0,0,1,0
107.45,51,4692,1,0,2,0,1,0
75.35,29,1878,1,0,0,2,0,0
64.95,70,3850,2,1,2,2,0,0
100.45,71,5605,2,2,2,2,1,0
68.5,41,2454,1,0,0,0,0,0
80.55,1,6021,0,2,0,0,1,0
81.25,7,4785,0,0,2,2,0,0
90.4,25,1792,1,2,0,0,1,1
89.55,67,4938,1,2,2,2,1,0
55.7,5,2240,0,3,0,2,0,0
24.8,15,2816,0,2,1,1,2,0
20.0,20,3564,0,2,1,1,2,0
56.15,3,1168,0,3,0,0,0,1
105.2,54,4666,1,2,0,2,1,0
19.55,42,6168,1,3,1,1,2,0
79.75,9,5863,0,2,0,0,1,0
97.45,63,5069,2,0,0,0,1,0
24.25,69,1118,2,0,1,1,2,0
24.6,69,1164,2,1,1,1,2,0
50.15,40,1684,0,3,0,0,0,0
39.6,60,2073,2,0,2,0,0,0
94.4,4,3307,0,0,2,2,1,1
89.85,71,5085,2,3,2,2,0,0
78.95,37,2453,0,1,0,0,1,1
98.85,32,2735,0,1,0,0,1,0
53.85,39,1832,2,1,0,2,0,0
24.25,38,6354,1,2,1,1,2,0
89.45,52,3893,2,1,0,0,1,0
105.25,48,4223,0,1,2,0,1,0
59.5,70,3538,2,0,2,2,0,0
70.55,20,889,0,1,0,0,1,0
82.5,50,3570,1,1,2,2,0,0
44.85,19,6313,1,1,0,0,0,1
61.6,25,1071,1,0,2,0,0,0
49.05,12,4861,0,0,0,0,0,0
105.65,39,3646,0,2,0,0,1,1
74.65,7,4522,0,3,0,0,1,1
66.25,23,962,1,3,2,2,0,0
19.4,27,4422,0,2,1,1,2,0
86.05,47,3306,0,1,0,0,1,0
19.15,26,4329,2,1,1,1,2,0
64.7,14,6426,0,0,2,0,0,1
104.05,11,261,0,0,0,2,1,1
19.25,2,4049,0,3,1,1,2,0
81.95,26,1695,0,2,2,0,1,0
114.65,72,6152,2,0,2,2,1,0
20.0,63,382,2,1,1,1,2,0
19.8,71,722,2,3,1,1,2,0
65.15,11,5634,0,0,2,0,0,0
19.65,14,1919,1,3,1,1,2,0
88.95,13,304,2,1,2,2,0,0
20.2,6,6500,0,3,1,1,2,0
75.2,11,5890,0,1,0,0,1,0
56.8,18,147,0,1,0,0,0,0
35.55,1,3033,0,2,0,0,0,1
75.5,32,1961,0,0,2,0,1,0
35.6,29,144,1,3,2,2,0,0
60.25,3,1197,0,2,0,0,0,0
95.15,2,1567,0,2,0,0,1,1
96.65,13,305,0,3,0,0,1,1
40.35,41,1163,0,2,0,0,0,0
18.85,1,1343,0,2,1,1,2,0
54.85,7,3191,0,3,0,0,0,0
64.3,52,2956,1,3,2,0,0,0
24.65,45,267,2,0,1,1,2,0
76.1,70,4402,2,1,0,2,0,0
18.7,53,13,2,3,1,1,2,0
97.95,62,4871,1,1,0,0,1,0
94.1,60,4545,0,1,2,0,1,0
80.4,3,1875,0,2,0,0,1,1
95.1,23,1962,0,2,2,0,1,0
31.35,1,2697,0,3,0,0,0,1
72.35,67,4220,1,0,2,2,0,0
89.75,12,102,0,0,0,0,1,1
82.7,71,4806,2,0,2,2,0,0
19.9,25,4304,1,1,1,1,2,0
53.8,5,2445,0,2,2,0,0,0
51.55,26,538,1,1,0,0,0,0
19.65,1,1487,1,3,1,1,2,0
44.05,70,2610,1,1,0,0,0,0
114.0,72,6054,2,2,2,2,1,0
94.4,60,4646,1,2,0,0,1,1
100.4,32,2800,0,2,0,0,1,0
19.85,1,1491,0,2,1,1,2,1
54.25,14,5884,1,3,0,0,0,0
80.0,13,61,0,1,2,0,1,0
109.9,6,5310,0,1,0,2,1,1
79.2,46,3111,2,3,2,0,0,0
101.35,15,993,0,2,0,2,1,1
94.3,43,3378,0,2,0,2,1,0
49.8,39,1575,2,0,0,2,0,0
60.05,21,432,0,0,0,0,0,1
53.75,57,2777,0,2,2,0,0,0
93.45,53,4117,1,2,0,2,1,0
87.9,18,908,0,3,2,0,1,0
60.15,1,4912,0,2,0,0,0,1
61.05,58,3013,1,0,2,2,0,0
104.05,71,5736,2,0,0,0,1,0
99.25,35,3060,1,2,0,2,1,0
85.7,3,2217,0,1,0,0,1,0
104.85,38,3326,1,2,2,0,1,0
69.15,35,2137,2,1,2,2,0,0
90.45,7,4864,0,2,0,0,1,1
74.45,47,3045,2,3,0,2,0,0
50.45,14,5848,0,2,0,0,0,0
60.0,20,473,0,2,0,0,0,0
85.25,66,4595,2,2,2,2,0,0
19.45,15,2948,0,1,1,1,2,0
20.75,42,6189,2,0,1,1,2,0
78.9,17,637,0,2,2,0,1,0
104.5,37,3242,1,1,0,2,1,0
49.4,12,4991,0,2,0,0,0,0
94.25,53,4108,1,0,0,0,1,1
25.0,60,914,2,3,1,1,2,0
25.55,18,3953,0,1,0,0,0,0
74.9,1,5724,0,2,0,0,1,1
70.15,3,1542,0,2,0,0,1,0
69.4,9,4713,0,1,0,2,0,0
80.25,1,6017,0,2,0,0,1,1
93.15,56,4399,1,2,2,0,1,0
69.0,17,284,0,2,0,0,1,1
66.35,11,5729,0,2,0,2,0,1
69.55,7,4365,0,2,0,0,1,0
20.2,69,757,2,0,1,1,2,0
86.0,19,961,0,0,0,0,1,1
80.3,3,2160,0,2,0,0,1,1
20.4,54,180,2,1,1,1,2,0
23.75,62,829,1,1,1,1,2,0
90.55,24,1922,0,1,0,0,1,1
70.45,62,3662,0,1,0,0,0,0
65.75,17,215,0,0,2,0,0,0
24.6,9,1495,0,3,0,0,0,0
69.25,64,3773,2,3,2,2,0,0
75.9,2,794,0,2,0,0,1,1
45.85,1,3825,0,3,0,0,0,1
49.95,16,6061,0,2,0,2,0,1
24.65,72,1383,2,0,1,1,2,0
90.4,30,2442,1,0,2,0,1,0
100.85,49,4088,0,3,2,0,1,0
75.35,61,3997,2,1,2,2,0,0
87.2,47,3435,0,2,0,0,1,0
64.4,20,727,0,1,2,0,0,0
78.3,34,2219,0,2,0,0,1,1
24.7,70,1180,2,0,1,1,2,0
105.85,54,4802,1,2,2,2,1,0
98.3,61,4957,1,3,0,2,1,0
76.95,3,1918,0,2,0,0,1,1
19.45,13,2348,1,3,1,1,2,0
96.15,16,952,0,2,0,0,1,1
58.7,3,1171,0,1,0,0,0,0
20.15,25,4470,0,3,1,1,2,0
64.5,30,1464,0,3,2,0,0,0
28.5,21,5081,0,2,2,0,0,0
45.3,1,3816,0,2,0,0,0,1
19.4,15,2494,0,0,1,1,2,1
90.45,23,1745,0,2,0,0,1,0
105.15,45,4001,0,2,2,0,1,0
83.15,24,1667,1,0,0,0,1,0
90.15,11,6506,0,2,0,2,1,1
45.05,1,3811,0,3,0,0,0,1
103.2,56,4744,2,0,0,2,1,0
75.8,1,5777,0,2,0,0,1,1
19.45,1,1483,0,2,1,1,2,0
79.3,7,4382,0,2,0,0,1,1
88.8,55,4060,2,1,0,2,1,0
30.9,2,4841,0,2,0,2,0,1
85.9,72,4993,2,1,2,2,0,0
34.2,45,1051,1,2,0,0,0,0
20.15,47,89,2,3,1,1,2,0
95.25,46,3762,1,1,0,0,1,1
50.3,2,6371,0,3,0,0,0,0
80.15,2,1543,0,2,2,2,1,0
51.25,12,4995,0,2,0,0,0,0
89.6,68,5000,0,0,0,0,1,1
95.2,69,5300,2,1,0,2,1,0
94.8,56,4403,1,1,2,0,1,0
80.25,4,2635,0,2,2,0,1,0
76.1,64,4069,2,0,0,2,0,0
110.15,59,5184,1,2,2,0,1,1
115.55,62,5604,2,0,2,2,1,0
24.65,63,1027,2,1,1,1,2,0
53.6,53,2486,1,2,2,2,0,0
19.45,5,6240,0,3,1,1,2,0
88.2,49,3555,0,2,2,0,1,0
101.15,62,5285,2,0,2,0,1,0
56.8,55,2707,2,3,2,2,0,0
99.4,71,5608,2,2,2,2,1,0
20.1,72,591,2,1,1,1,2,0
60.7,36,1868,1,1,2,2,0,0
20.95,25,4194,1,0,1,1,2,0
114.85,72,6145,2,0,2,2,1,0
19.25,36,5372,1,0,1,1,2,0
62.8,1,5042,0,3,0,0,0,0
105.5,72,5795,2,2,2,0,1,0
19.85,59,349,2,3,1,1,2,0
89.5,7,5353,0,2,0,0,1,1
74.1,1,5714,1,1,0,2,0,0
107.5,30,2822,0,2,0,2,1,0
19.55,64,440,2,3,1,1,2,0
68.8,63,3504,1,0,2,2,0,0
84.45,72,4840,2,1,2,0,0,0
75.0,8,5109,0,2,2,0,1,1
84.5,62,4349,2,0,0,2,0,0
111.2,67,5787,2,0,0,2,1,0
44.75,6,2352,0,2,0,0,0,1
80.6,70,4537,2,0,2,2,0,0
80.7,20,1077,0,0,0,0,1,0
75.6,5,3439,0,2,0,0,1,0
57.6,24,662,1,2,2,0,0,0
44.05,11,4080,0,2,0,0,0,1
110.6,72,5997,2,1,0,2,1,0
58.2,66,3269,2,1,2,2,0,0
81.0,45,3063,2,3,2,2,0,0
19.7,69,723,2,0,1,1,2,0
85.6,15,627,0,0,0,0,1,1
59.55,28,1122,0,0,0,0,0,0
115.55,70,6075,1,1,2,2,1,1
75.55,36,2332,1,3,2,2,0,0
86.6,16,514,0,2,0,0,1,1
85.2,18,992,0,2,0,0,1,1
97.65,34,2787,0,2,0,0,1,1
45.1,42,1680,1,1,0,0,0,0
70.95,48,3137,1,0,2,2,0,0
109.55,47,4313,0,2,0,2,1,1
89.55,39,3010,1,2,0,2,1,1
20.9,11,1652,2,1,1,1,2,0
19.95,7,865,0,3,1,1,2,0
24.6,3,6241,0,3,1,1,2,0
66.7,8,4773,0,2,2,0,0,0
19.45,1,1483,0,3,1,1,2,1
94.8,32,2723,1,3,2,0,1,0
65.85,60,3360,1,0,2,2,0,0
19.95,10,1443,0,0,1,1,2,0
24.65,71,1210,2,0,1,1,2,0
20.35,4,5822,0,3,1,1,2,1
69.25,1,5443,0,2,0,0,1,1
51.25,43,1769,1,0,2,2,0,0
99.5,59,4885,1,0,0,0,1,1
54.25,23,407,0,2,0,2,0,0
19.4,72,893,2,0,1,1,2,0
56.25,22,533,1,1,2,2,0,0
25.15,1,2150,0,3,0,0,0,0
23.95,69,1215,2,0,1,1,2,0
35.4,50,1270,1,3,2,2,0,0
25.2,1,2151,0,2,0,0,0,1
